session_id,ts,energy_kwh
run_20260217_220238-0002,2026-02-17T14:11:25.954779Z,2.53
run_20260217_220238-0003,2026-02-17T13:54:53.487469Z,0.0
run_20260217_220238-0003,2026-02-17T13:59:53.487469Z,1.768
run_20260217_220238-0003,2026-02-17T14:04:53.487469Z,3.966
run_20260217_220238-0003,2026-02-17T14:09:53.487469Z,5.805
run_20260217_220238-0003,2026-02-17T14:14:53.487469Z,7.53
run_20260217_220238-0003,2026-02-17T14:19:53.487469Z,9.233
run_20260217_220238-0003,2026-02-17T14:24:53.487469Z,11.135
run_20260217_220238-0003,2026-02-17T14:29:53.487469Z,13.036
run_20260217_220238-0003,2026-02-17T14:34:53.487469Z,15.173
run_20260217_220238-0003,2026-02-17T14:39:53.487469Z,17.15
run_20260217_220238-0003,2026-02-17T14:44:53.487469Z,19.091
run_20260217_220238-0003,2026-02-17T14:49:53.487469Z,20.818
run_20260217_220238-0003,2026-02-17T14:54:53.487469Z,22.781
run_20260217_220238-0004,2026-02-17T06:28:11.173630Z,0.0
run_20260217_220238-0004,2026-02-17T06:33:11.173630Z,0.658
run_20260217_220238-0004,2026-02-17T06:38:11.173630Z,1.248
run_20260217_220238-0004,2026-02-17T06:43:11.173630Z,1.741
run_20260217_220238-0004,2026-02-17T06:48:11.173630Z,2.305
run_20260217_220238-0004,2026-02-17T06:53:11.173630Z,2.817
run_20260217_220238-0004,2026-02-17T06:58:11.173630Z,3.336
run_20260217_220238-0004,2026-02-17T07:03:11.173630Z,3.853
run_20260217_220238-0004,2026-02-17T07:08:11.173630Z,4.409
run_20260217_220238-0004,2026-02-17T07:13:11.173630Z,5.051
run_20260217_220238-0004,2026-02-17T07:18:11.173630Z,5.663
run_20260217_220238-0004,2026-02-17T07:23:11.173630Z,6.257
run_20260217_220238-0004,2026-02-17T07:28:11.173630Z,6.881
run_20260217_220238-0004,2026-02-17T07:33:11.173630Z,7.484
run_20260217_220238-0004,2026-02-17T07:38:11.173630Z,8.111
run_20260217_220238-0004,2026-02-17T07:43:11.173630Z,8.696
run_20260217_220238-0005,2026-02-17T15:27:24.611500Z,0.0
run_20260217_220238-0005,2026-02-17T15:32:24.611500Z,2.09
run_20260217_220238-0005,2026-02-17T15:37:24.611500Z,4.167
run_20260217_220238-0005,2026-02-17T15:42:24.611500Z,5.898
run_20260217_220238-0005,2026-02-17T15:47:24.611500Z,7.644
run_20260217_220238-0005,2026-02-17T15:52:24.611500Z,9.407
run_20260217_220238-0005,2026-02-17T15:57:24.611500Z,11.226
run_20260217_220238-0005,2026-02-17T16:02:24.611500Z,12.95
run_20260217_220238-0005,2026-02-17T16:07:24.611500Z,14.382
run_20260217_220238-0006,2026-02-17T18:42:45.248969Z,0.0
run_20260217_220238-0006,2026-02-17T18:47:45.248969Z,0.724
run_20260217_220238-0006,2026-02-17T18:52:45.248969Z,1.326
run_20260217_220238-0006,2026-02-17T18:57:45.248969Z,1.942
run_20260217_220238-0006,2026-02-17T19:02:45.248969Z,2.523
run_20260217_220238-0006,2026-02-17T19:07:45.248969Z,3.166
run_20260217_220238-0006,2026-02-17T19:12:45.248969Z,3.801
run_20260217_220238-0006,2026-02-17T19:17:45.248969Z,4.54
run_20260217_220238-0006,2026-02-17T19:22:45.248969Z,5.177
run_20260217_220238-0007,2026-02-17T02:45:03.375504Z,0.0
run_20260217_220238-0007,2026-02-17T02:50:03.375504Z,0.563
run_20260217_220238-0007,2026-02-17T02:55:03.375504Z,1.159
run_20260217_220238-0007,2026-02-17T03:00:03.375504Z,1.804
run_20260217_220238-0007,2026-02-17T03:05:03.375504Z,2.361
run_20260217_220238-0007,2026-02-17T03:10:03.375504Z,2.943
run_20260217_220238-0007,2026-02-17T03:15:03.375504Z,3.433
run_20260217_220238-0007,2026-02-17T03:20:03.375504Z,3.968
run_20260217_220238-0007,2026-02-17T03:25:03.375504Z,4.534
run_20260217_220238-0007,2026-02-17T03:30:03.375504Z,5.159
run_20260217_220238-0007,2026-02-17T03:35:03.375504Z,5.83
run_20260217_220238-0007,2026-02-17T03:40:03.375504Z,6.429
run_20260217_220238-0007,2026-02-17T03:45:03.375504Z,7.045
run_20260217_220238-0008,2026-02-17T20:08:37.555051Z,0.0
run_20260217_220238-0008,2026-02-17T20:13:37.555051Z,1.864
run_20260217_220238-0008,2026-02-17T20:18:37.555051Z,3.863
run_20260217_220238-0008,2026-02-17T20:23:37.555051Z,5.766
run_20260217_220238-0008,2026-02-17T20:28:37.555051Z,7.825
run_20260217_220238-0008,2026-02-17T20:33:37.555051Z,9.652
run_20260217_220238-0008,2026-02-17T20:38:37.555051Z,11.844
run_20260217_220238-0008,2026-02-17T20:43:37.555051Z,13.611
run_20260217_220238-0008,2026-02-17T20:48:37.555051Z,15.737
run_20260217_220238-0008,2026-02-17T20:53:37.555051Z,17.591
run_20260217_220238-0008,2026-02-17T20:58:37.555051Z,19.33
run_20260217_220238-0008,2026-02-17T21:03:37.555051Z,20.956
run_20260217_220238-0008,2026-02-17T21:08:37.555051Z,22.762
run_20260217_220238-0009,2026-02-17T20:11:15.170025Z,0.0
run_20260217_220238-0009,2026-02-17T20:16:15.170025Z,2.094
run_20260217_220238-0009,2026-02-17T20:21:15.170025Z,4.03
run_20260217_220238-0009,2026-02-17T20:26:15.170025Z,5.762
run_20260217_220238-0009,2026-02-17T20:31:15.170025Z,7.48
run_20260217_220238-0010,2026-02-17T16:49:14.370019Z,0.0
run_20260217_220238-0010,2026-02-17T16:54:14.370019Z,1.833
run_20260217_220238-0010,2026-02-17T16:59:14.370019Z,3.722
run_20260217_220238-0010,2026-02-17T17:04:14.370019Z,5.724
run_20260217_220238-0010,2026-02-17T17:09:14.370019Z,7.797
run_20260217_220238-0010,2026-02-17T17:14:14.370019Z,10.016
run_20260217_220238-0010,2026-02-17T17:19:14.370019Z,12.212
run_20260217_220238-0010,2026-02-17T17:24:14.370019Z,13.853
run_20260217_220238-0010,2026-02-17T17:29:14.370019Z,15.514
run_20260217_220238-0010,2026-02-17T17:34:14.370019Z,17.224
run_20260217_220238-0010,2026-02-17T17:39:14.370019Z,19.19
run_20260217_220238-0010,2026-02-17T17:44:14.370019Z,21.136
run_20260217_220238-0010,2026-02-17T17:49:14.370019Z,23.3
run_20260217_220238-0010,2026-02-17T17:54:14.370019Z,25.103
run_20260217_220238-0010,2026-02-17T17:59:14.370019Z,26.945
run_20260217_220238-0010,2026-02-17T18:04:14.370019Z,28.914
run_20260217_220238-0011,2026-02-17T21:55:39.541741Z,0.0
run_20260217_220238-0011,2026-02-17T22:00:39.541741Z,0.673
run_20260217_220238-0011,2026-02-17T22:05:39.541741Z,1.263
run_20260217_220238-0011,2026-02-17T22:10:39.541741Z,1.925
run_20260217_220238-0011,2026-02-17T22:15:39.541741Z,2.588
run_20260217_220238-0011,2026-02-17T22:20:39.541741Z,3.222
run_20260217_220238-0011,2026-02-17T22:25:39.541741Z,3.81
run_20260217_220238-0011,2026-02-17T22:30:39.541741Z,4.329
run_20260217_220238-0011,2026-02-17T22:35:39.541741Z,4.915
run_20260217_220238-0011,2026-02-17T22:40:39.541741Z,5.65
run_20260217_220238-0011,2026-02-17T22:45:39.541741Z,6.219
run_20260217_220238-0011,2026-02-17T22:50:39.541741Z,6.822
run_20260217_220238-0011,2026-02-17T22:55:39.541741Z,7.33
run_20260217_220238-0012,2026-02-17T00:05:59.095584Z,0.0
run_20260217_220238-0012,2026-02-17T00:10:59.095584Z,0.998
run_20260217_220238-0012,2026-02-17T00:15:59.095584Z,1.855
run_20260217_220238-0012,2026-02-17T00:20:59.095584Z,2.772
run_20260217_220238-0012,2026-02-17T00:25:59.095584Z,3.722
run_20260217_220238-0012,2026-02-17T00:30:59.095584Z,4.754
run_20260217_220238-0012,2026-02-17T00:35:59.095584Z,5.686
run_20260217_220238-0012,2026-02-17T00:40:59.095584Z,6.594
run_20260217_220238-0012,2026-02-17T00:45:59.095584Z,7.505
run_20260217_220238-0013,2026-02-17T18:29:19.429879Z,0.0
run_20260217_220238-0013,2026-02-17T18:34:19.429879Z,0.978
run_20260217_220238-0013,2026-02-17T18:39:19.429879Z,1.923
run_20260217_220238-0013,2026-02-17T18:44:19.429879Z,2.809
run_20260217_220238-0013,2026-02-17T18:49:19.429879Z,3.67
run_20260217_220238-0014,2026-02-17T02:48:22.102308Z,0.0
run_20260217_220238-0014,2026-02-17T02:53:22.102308Z,0.921
run_20260217_220238-0014,2026-02-17T02:58:22.102308Z,1.942
run_20260217_220238-0014,2026-02-17T03:03:22.102308Z,2.824
run_20260217_220238-0014,2026-02-17T03:08:22.102308Z,3.763
run_20260217_220238-0014,2026-02-17T03:13:22.102308Z,4.634
run_20260217_220238-0014,2026-02-17T03:18:22.102308Z,5.478
run_20260217_220238-0014,2026-02-17T03:23:22.102308Z,6.24
run_20260217_220238-0014,2026-02-17T03:28:22.102308Z,7.253
run_20260217_220238-0014,2026-02-17T03:33:22.102308Z,8.296
run_20260217_220238-0014,2026-02-17T03:38:22.102308Z,9.257
run_20260217_220238-0014,2026-02-17T03:43:22.102308Z,10.154
run_20260217_220238-0014,2026-02-17T03:48:22.102308Z,11.045
run_20260217_220238-0014,2026-02-17T03:53:22.102308Z,11.939
run_20260217_220238-0014,2026-02-17T03:58:22.102308Z,12.693
run_20260217_220238-0014,2026-02-17T04:03:22.102308Z,13.656
run_20260217_220238-0015,2026-02-17T13:51:29.426318Z,0.0
run_20260217_220238-0015,2026-02-17T13:56:29.426318Z,0.955
run_20260217_220238-0015,2026-02-17T14:01:29.426318Z,1.871
run_20260217_220238-0015,2026-02-17T14:06:29.426318Z,2.996
run_20260217_220238-0015,2026-02-17T14:11:29.426318Z,3.742
run_20260217_220238-0015,2026-02-17T14:16:29.426318Z,4.722
run_20260217_220238-0015,2026-02-17T14:21:29.426318Z,5.611
run_20260217_220238-0015,2026-02-17T14:26:29.426318Z,6.518
run_20260217_220238-0015,2026-02-17T14:31:29.426318Z,7.609
run_20260217_220238-0016,2026-02-17T03:36:52.688547Z,0.0
run_20260217_220238-0016,2026-02-17T03:41:52.688547Z,0.916
run_20260217_220238-0016,2026-02-17T03:46:52.688547Z,1.769
run_20260217_220238-0016,2026-02-17T03:51:52.688547Z,2.692
run_20260217_220238-0016,2026-02-17T03:56:52.688547Z,3.582
run_20260217_220238-0016,2026-02-17T04:01:52.688547Z,4.518
run_20260217_220238-0016,2026-02-17T04:06:52.688547Z,5.241
run_20260217_220238-0017,2026-02-17T05:08:24.823573Z,0.0
run_20260217_220238-0017,2026-02-17T05:13:24.823573Z,1.1
run_20260217_220238-0017,2026-02-17T05:18:24.823573Z,1.968
run_20260217_220238-0017,2026-02-17T05:23:24.823573Z,2.745
run_20260217_220238-0017,2026-02-17T05:28:24.823573Z,3.689
run_20260217_220238-0017,2026-02-17T05:33:24.823573Z,4.474
run_20260217_220238-0017,2026-02-17T05:38:24.823573Z,5.331
run_20260217_220238-0017,2026-02-17T05:43:24.823573Z,6.253
run_20260217_220238-0017,2026-02-17T05:48:24.823573Z,7.176
run_20260217_220238-0018,2026-02-17T06:01:54.911583Z,0.0
run_20260217_220238-0018,2026-02-17T06:06:54.911583Z,0.62
run_20260217_220238-0018,2026-02-17T06:11:54.911583Z,1.159
run_20260217_220238-0018,2026-02-17T06:16:54.911583Z,1.723
run_20260217_220238-0018,2026-02-17T06:21:54.911583Z,2.344
run_20260217_220238-0019,2026-02-17T19:31:24.723371Z,0.0
run_20260217_220238-0019,2026-02-17T19:36:24.723371Z,0.572
run_20260217_220238-0019,2026-02-17T19:41:24.723371Z,1.152
run_20260217_220238-0019,2026-02-17T19:46:24.723371Z,1.713
run_20260217_220238-0019,2026-02-17T19:51:24.723371Z,2.405
run_20260217_220238-0019,2026-02-17T19:56:24.723371Z,3.091
run_20260217_220238-0019,2026-02-17T20:01:24.723371Z,3.693
run_20260217_220238-0019,2026-02-17T20:06:24.723371Z,4.374
run_20260217_220238-0019,2026-02-17T20:11:24.723371Z,4.928
run_20260217_220238-0019,2026-02-17T20:16:24.723371Z,5.485
run_20260217_220238-0019,2026-02-17T20:21:24.723371Z,6.022
run_20260217_220238-0019,2026-02-17T20:26:24.723371Z,6.586
run_20260217_220238-0019,2026-02-17T20:31:24.723371Z,7.223
run_20260217_220238-0019,2026-02-17T20:36:24.723371Z,7.807
run_20260217_220238-0019,2026-02-17T20:41:24.723371Z,8.397
run_20260217_220238-0019,2026-02-17T20:46:24.723371Z,8.954
run_20260217_220238-0020,2026-02-17T08:29:28.731844Z,0.0
run_20260217_220238-0020,2026-02-17T08:34:28.731844Z,1.11
run_20260217_220238-0020,2026-02-17T08:39:28.731844Z,1.934
run_20260217_220238-0020,2026-02-17T08:44:28.731844Z,2.979
run_20260217_220238-0020,2026-02-17T08:49:28.731844Z,3.903
run_20260217_220238-0020,2026-02-17T08:54:28.731844Z,4.781
run_20260217_220238-0020,2026-02-17T08:59:28.731844Z,5.681
run_20260217_220238-0020,2026-02-17T09:04:28.731844Z,6.492
run_20260217_220238-0020,2026-02-17T09:09:28.731844Z,7.383
run_20260217_220238-0020,2026-02-17T09:14:28.731844Z,8.357
run_20260217_220238-0020,2026-02-17T09:19:28.731844Z,9.336
run_20260217_220238-0020,2026-02-17T09:24:28.731844Z,10.315
run_20260217_220238-0020,2026-02-17T09:29:28.731844Z,11.261
run_20260217_220238-0021,2026-02-17T03:58:24.435919Z,0.0
run_20260217_220238-0021,2026-02-17T04:03:24.435919Z,2.164
run_20260217_220238-0021,2026-02-17T04:08:24.435919Z,3.964
run_20260217_220238-0021,2026-02-17T04:13:24.435919Z,5.529
run_20260217_220238-0021,2026-02-17T04:18:24.435919Z,7.314
run_20260217_220238-0021,2026-02-17T04:23:24.435919Z,8.747
run_20260217_220238-0021,2026-02-17T04:28:24.435919Z,10.437
run_20260217_220238-0021,2026-02-17T04:33:24.435919Z,12.57
run_20260217_220238-0021,2026-02-17T04:38:24.435919Z,14.631
run_20260217_220238-0022,2026-02-17T21:24:52.091526Z,0.0
run_20260217_220238-0022,2026-02-17T21:29:52.091526Z,0.589
run_20260217_220238-0022,2026-02-17T21:34:52.091526Z,1.27
run_20260217_220238-0022,2026-02-17T21:39:52.091526Z,1.861
run_20260217_220238-0022,2026-02-17T21:44:52.091526Z,2.422
run_20260217_220238-0022,2026-02-17T21:49:52.091526Z,2.99
run_20260217_220238-0022,2026-02-17T21:54:52.091526Z,3.555
run_20260217_220238-0022,2026-02-17T21:59:52.091526Z,4.025
run_20260217_220238-0022,2026-02-17T22:04:52.091526Z,4.635
run_20260217_220238-0022,2026-02-17T22:09:52.091526Z,5.25
run_20260217_220238-0022,2026-02-17T22:14:52.091526Z,5.828
run_20260217_220238-0022,2026-02-17T22:19:52.091526Z,6.385
run_20260217_220238-0022,2026-02-17T22:24:52.091526Z,7.008
run_20260217_220238-0022,2026-02-17T22:29:52.091526Z,7.711
run_20260217_220238-0022,2026-02-17T22:34:52.091526Z,8.313
run_20260217_220238-0022,2026-02-17T22:39:52.091526Z,8.882
run_20260217_220238-0023,2026-02-17T07:02:50.332600Z,0.0
run_20260217_220238-0023,2026-02-17T07:07:50.332600Z,0.565
run_20260217_220238-0023,2026-02-17T07:12:50.332600Z,1.275
run_20260217_220238-0023,2026-02-17T07:17:50.332600Z,1.968
run_20260217_220238-0023,2026-02-17T07:22:50.332600Z,2.556
run_20260217_220238-0023,2026-02-17T07:27:50.332600Z,3.124
run_20260217_220238-0023,2026-02-17T07:32:50.332600Z,3.78
run_20260217_220238-0023,2026-02-17T07:37:50.332600Z,4.393
run_20260217_220238-0023,2026-02-17T07:42:50.332600Z,4.933
run_20260217_220238-0023,2026-02-17T07:47:50.332600Z,5.512
run_20260217_220238-0023,2026-02-17T07:52:50.332600Z,6.168
run_20260217_220238-0023,2026-02-17T07:57:50.332600Z,6.782
run_20260217_220238-0023,2026-02-17T08:02:50.332600Z,7.529
run_20260217_220238-0023,2026-02-17T08:07:50.332600Z,8.063
run_20260217_220238-0023,2026-02-17T08:12:50.332600Z,8.718
run_20260217_220238-0023,2026-02-17T08:17:50.332600Z,9.332
run_20260217_220238-0024,2026-02-17T21:30:58.631088Z,0.0
run_20260217_220238-0024,2026-02-17T21:35:58.631088Z,1.067
run_20260217_220238-0024,2026-02-17T21:40:58.631088Z,1.959
run_20260217_220238-0024,2026-02-17T21:45:58.631088Z,2.936
run_20260217_220238-0024,2026-02-17T21:50:58.631088Z,3.822
run_20260217_220238-0024,2026-02-17T21:55:58.631088Z,4.825
run_20260217_220238-0024,2026-02-17T22:00:58.631088Z,5.882
run_20260217_220238-0024,2026-02-17T22:05:58.631088Z,6.84
run_20260217_220238-0024,2026-02-17T22:10:58.631088Z,7.841
run_20260217_220238-0024,2026-02-17T22:15:58.631088Z,8.848
run_20260217_220238-0024,2026-02-17T22:20:58.631088Z,9.952
run_20260217_220238-0024,2026-02-17T22:25:58.631088Z,10.888
run_20260217_220238-0024,2026-02-17T22:30:58.631088Z,11.712
run_20260217_220238-0024,2026-02-17T22:35:58.631088Z,12.557
run_20260217_220238-0024,2026-02-17T22:40:58.631088Z,13.343
run_20260217_220238-0024,2026-02-17T22:45:58.631088Z,14.26
run_20260217_220238-0025,2026-02-17T03:03:04.789957Z,0.0
run_20260217_220238-0025,2026-02-17T03:08:04.789957Z,0.635
run_20260217_220238-0025,2026-02-17T03:13:04.789957Z,1.277
run_20260217_220238-0025,2026-02-17T03:18:04.789957Z,2.005
run_20260217_220238-0025,2026-02-17T03:23:04.789957Z,2.54
run_20260217_220238-0025,2026-02-17T03:28:04.789957Z,3.23
run_20260217_220238-0025,2026-02-17T03:33:04.789957Z,3.859
run_20260217_220238-0025,2026-02-17T03:38:04.789957Z,4.428
run_20260217_220238-0025,2026-02-17T03:43:04.789957Z,4.996
run_20260217_220238-0025,2026-02-17T03:48:04.789957Z,5.545
run_20260217_220238-0025,2026-02-17T03:53:04.789957Z,6.141
run_20260217_220238-0025,2026-02-17T03:58:04.789957Z,6.763
run_20260217_220238-0025,2026-02-17T04:03:04.789957Z,7.371
run_20260217_220238-0026,2026-02-17T00:26:08.667026Z,0.0
run_20260217_220238-0026,2026-02-17T00:31:08.667026Z,0.832
run_20260217_220238-0026,2026-02-17T00:36:08.667026Z,1.791
run_20260217_220238-0026,2026-02-17T00:41:08.667026Z,2.691
run_20260217_220238-0026,2026-02-17T00:46:08.667026Z,3.664
run_20260217_220238-0026,2026-02-17T00:51:08.667026Z,4.57
run_20260217_220238-0026,2026-02-17T00:56:08.667026Z,5.557
run_20260217_220238-0026,2026-02-17T01:01:08.667026Z,6.457
run_20260217_220238-0026,2026-02-17T01:06:08.667026Z,7.449
run_20260217_220238-0026,2026-02-17T01:11:08.667026Z,8.428
run_20260217_220238-0026,2026-02-17T01:16:08.667026Z,9.334
run_20260217_220238-0026,2026-02-17T01:21:08.667026Z,10.171
run_20260217_220238-0026,2026-02-17T01:26:08.667026Z,11.002
run_20260217_220238-0026,2026-02-17T01:31:08.667026Z,11.851
run_20260217_220238-0026,2026-02-17T01:36:08.667026Z,12.677
run_20260217_220238-0026,2026-02-17T01:41:08.667026Z,13.673
run_20260217_220238-0027,2026-02-17T13:31:04.630665Z,0.0
run_20260217_220238-0027,2026-02-17T13:36:04.630665Z,1.665
run_20260217_220238-0027,2026-02-17T13:41:04.630665Z,3.097
run_20260217_220238-0027,2026-02-17T13:46:04.630665Z,4.921
run_20260217_220238-0027,2026-02-17T13:51:04.630665Z,6.633
run_20260217_220238-0027,2026-02-17T13:56:04.630665Z,8.06
run_20260217_220238-0027,2026-02-17T14:01:04.630665Z,10.08
run_20260217_220238-0027,2026-02-17T14:06:04.630665Z,12.139
run_20260217_220238-0027,2026-02-17T14:11:04.630665Z,13.85
run_20260217_220238-0027,2026-02-17T14:16:04.630665Z,15.634
run_20260217_220238-0027,2026-02-17T14:21:04.630665Z,17.387
run_20260217_220238-0027,2026-02-17T14:26:04.630665Z,19.396
run_20260217_220238-0027,2026-02-17T14:31:04.630665Z,21.102
run_20260217_220238-0027,2026-02-17T14:36:04.630665Z,22.854
run_20260217_220238-0027,2026-02-17T14:41:04.630665Z,24.546
run_20260217_220238-0027,2026-02-17T14:46:04.630665Z,26.303
run_20260217_220238-0028,2026-02-17T01:24:52.578849Z,0.0
run_20260217_220238-0028,2026-02-17T01:29:52.578849Z,1.613
run_20260217_220238-0028,2026-02-17T01:34:52.578849Z,3.276
run_20260217_220238-0028,2026-02-17T01:39:52.578849Z,5.031
run_20260217_220238-0028,2026-02-17T01:44:52.578849Z,6.943
run_20260217_220238-0028,2026-02-17T01:49:52.578849Z,8.641
run_20260217_220238-0028,2026-02-17T01:54:52.578849Z,10.554
run_20260217_220238-0029,2026-02-17T12:49:25.020363Z,0.0
run_20260217_220238-0029,2026-02-17T12:54:25.020363Z,2.145
run_20260217_220238-0029,2026-02-17T12:59:25.020363Z,4.025
run_20260217_220238-0029,2026-02-17T13:04:25.020363Z,6.061
run_20260217_220238-0029,2026-02-17T13:09:25.020363Z,8.16
run_20260217_220238-0029,2026-02-17T13:14:25.020363Z,9.803
run_20260217_220238-0029,2026-02-17T13:19:25.020363Z,11.674
run_20260217_220238-0029,2026-02-17T13:24:25.020363Z,13.575
run_20260217_220238-0029,2026-02-17T13:29:25.020363Z,15.15
run_20260217_220238-0029,2026-02-17T13:34:25.020363Z,16.958
run_20260217_220238-0029,2026-02-17T13:39:25.020363Z,18.619
run_20260217_220238-0029,2026-02-17T13:44:25.020363Z,20.743
run_20260217_220238-0029,2026-02-17T13:49:25.020363Z,22.579
run_20260217_220238-0030,2026-02-17T20:26:48.617662Z,0.0
run_20260217_220238-0030,2026-02-17T20:31:48.617662Z,0.51
run_20260217_220238-0030,2026-02-17T20:36:48.617662Z,1.192
run_20260217_220238-0030,2026-02-17T20:41:48.617662Z,1.784
run_20260217_220238-0030,2026-02-17T20:46:48.617662Z,2.392
run_20260217_220238-0031,2026-02-17T06:44:34.912901Z,0.0
run_20260217_220238-0031,2026-02-17T06:49:34.912901Z,0.816
run_20260217_220238-0031,2026-02-17T06:54:34.912901Z,1.691
run_20260217_220238-0031,2026-02-17T06:59:34.912901Z,2.638
run_20260217_220238-0031,2026-02-17T07:04:34.912901Z,3.481
run_20260217_220238-0031,2026-02-17T07:09:34.912901Z,4.219
run_20260217_220238-0031,2026-02-17T07:14:34.912901Z,5.257
run_20260217_220238-0031,2026-02-17T07:19:34.912901Z,6.027
run_20260217_220238-0031,2026-02-17T07:24:34.912901Z,6.955
run_20260217_220238-0031,2026-02-17T07:29:34.912901Z,7.809
run_20260217_220238-0031,2026-02-17T07:34:34.912901Z,8.773
run_20260217_220238-0031,2026-02-17T07:39:34.912901Z,9.556
run_20260217_220238-0031,2026-02-17T07:44:34.912901Z,10.358
run_20260217_220238-0032,2026-02-17T04:44:57.605611Z,0.0
run_20260217_220238-0032,2026-02-17T04:49:57.605611Z,1.885
run_20260217_220238-0032,2026-02-17T04:54:57.605611Z,3.348
run_20260217_220238-0032,2026-02-17T04:59:57.605611Z,4.928
run_20260217_220238-0032,2026-02-17T05:04:57.605611Z,6.957
run_20260217_220238-0032,2026-02-17T05:09:57.605611Z,8.631
run_20260217_220238-0032,2026-02-17T05:14:57.605611Z,10.423
run_20260217_220238-0032,2026-02-17T05:19:57.605611Z,12.043
run_20260217_220238-0032,2026-02-17T05:24:57.605611Z,13.988
run_20260217_220238-0032,2026-02-17T05:29:57.605611Z,15.62
run_20260217_220238-0032,2026-02-17T05:34:57.605611Z,17.695
run_20260217_220238-0032,2026-02-17T05:39:57.605611Z,19.346
run_20260217_220238-0032,2026-02-17T05:44:57.605611Z,21.039
run_20260217_220238-0032,2026-02-17T05:49:57.605611Z,22.895
run_20260217_220238-0032,2026-02-17T05:54:57.605611Z,24.733
run_20260217_220238-0032,2026-02-17T05:59:57.605611Z,26.827
run_20260217_220238-0033,2026-02-17T12:21:10.817725Z,0.0
run_20260217_220238-0033,2026-02-17T12:26:10.817725Z,0.782
run_20260217_220238-0033,2026-02-17T12:31:10.817725Z,1.752
run_20260217_220238-0033,2026-02-17T12:36:10.817725Z,2.677
run_20260217_220238-0033,2026-02-17T12:41:10.817725Z,3.676
run_20260217_220238-0033,2026-02-17T12:46:10.817725Z,4.622
run_20260217_220238-0033,2026-02-17T12:51:10.817725Z,5.515
